Item_Permanent_Shelving_Location,Item_Call_Number,Author_Name,Title,Material_Format,OCLC_Number,Title_ISBN,Publication_Date,Item_Barcode,LHR_Item_Cost,LHR_Item_Nonpublic_Note,LHR_Item_Public_Note
recommendation area,TR diss 6880,"Mei, Xuefei,; Vereniging voor Studie- en Studentenbelangen (Delft)",Probability analysis of floods in catchments with dams /,Book_thsis,864747729,9065623388^9789065623386,2013,5132103,,,
recommendation area,TR diss 6786,"Qiang, Xuhong,",Behaviour of high strength steel endplate connections in fire and after fire /,Book_thsis,864750680,9065623299^9789065623294,2013,5131600,,,
recommendation area,TR diss 6837,"Raso, Luciano,; Vereniging voor Studie- en Studentenbelangen (Delft)","Optimal control of water systems under forecast uncertainty :robust, proactive, and integrated /",Book_thsis,864751249,9065623310^9789065623317,2013,5132101,,,
recommendation area,TR diss 6861,"Wiwattananon, Peerawan,",Piezoelectric composite actuators :modelling of the static and dynamic behavior /,Book_thsis,864751541,9065623329^9789065623324,2013,5131607,,,
recommendation area,TR diss 6676,"Wang, Ying,; Technische Universiteit (Delft)","Performance assessment of cement-based materials blended with micronzed sand: microstructure, durability and sustainability /",Book_thsis,864751748,9065623221^9789065623225,2013,5131593,,,
recommendation area,TR diss 6784,"Yuan, Chongxin,; Technische Universiteit (Delft)",Mechanical and vibro-acoustic aspects of composite sandwich cylinders /,Book_thsis,864752576,9065623256^9789065623256,2013,5131599,,,
recommendation area,TR diss 7005,"Cranenburgh, Sander van,",Vacation travel behaviour in a very different future /,Book_thsis,865466940,9055841692^9789055841691,2013,5132218,,,
recommendation area,TR diss 6703,"Bikker, J.",Ray tracing in real-time games :proefschrift /,Book_thsis,865735924,9053355952^9789053355954,2012,5131391,,,
recommendation area,TR diss 6910,"Ebrahim, G. Y.",Modelling groundwater systems :understanding and improving groundwater quantity and quality management /,Book_thsis,866578002,113802404X^9781138024045,2013,5132108,,,
recommendation area,TR diss 6883,"Zhu, X.",Web-based virtual environments for decision support in water systems /,Book_thsis,866578261,1138024759^9781138024755,2013,5132104,,,
recommendation area,TR diss 6884,"Uwamariya, V.",Adsorptive removal of heavy metals from groundwater by iron oxide based adsorbents /,Book_thsis,866578582,1138020648^9781138020641,2013,5132105,,,
recommendation area,TR diss 6887,"Hoang, N. K. L.",The effect of riparian zones on nitrate removal by denitrification at the river basin scale /,Book_thsis,867618889,1138024058^9781138024052,2013,5132107,,,
recommendation area,TR diss 6770,"Heyer, Anne,",Microbiologically influenced corrosion in ship ballast tanks /,Book_thsis,868049793,9082059002^9789082059007,2013,5131955,,,
recommendation area,TR diss 6942,"Van Herk, Sebastiaan.","Delivering integrated flood risk management :governance for collaboration, learning and adaptation /",Book_thsis,870678289,1138026328^9781138026322,2014,5121614,,,
recommendation area,TR diss 6727,"Saher, Konca,; Eekhout, Mick; Technische Universiteit (Delft)",Acoustical design guidelines for living rooms for adults with intellectual disabilities /,Book_thsis,871871915,9090276459^9789090276458,2013,5131996,,,
recommendation area,TR diss 6960,"Almoradie, A. D. S.",Networked environments for stakeholder participation in water resources and flood management /,Book_thsis,873817716,1138026379^9781138026377,2014,5132110,,,
recommendation area,TR diss 7020,"Moralejo Gárate, Helena Matilde,; Loosdrecht, M.C.M. van; Technische Universiteit (Delft)",Biopolymer production by bacterial enrichment cultures using non-fermented substrates /,Book_thsis,875889580,9461862903^9789461862907,2014,5131968,,,
recommendation area,TR diss 6933,"Harteveld, M.G.A.D.; Technische Universiteit (Delft)",Interior public space :on the mazes in the network of an urbanist /,Book_thsis,876554212,9461862644^9789461862648,2014,5132290,,,
recommendation area,TR diss 6995,"Munyaneza, O.",Space-time variation of hydrological processes and water resources in Rwanda :focus on the Migina catchment /,Book_thsis,879645747,1138026573^9781138026575,2014,5132114,,,
recommendation area,Tsu,"Minter, Adam,",Junkyard planet :travels in the billion-dollar trash trade /,Book,881092681,160819793X^9781608197934,2015,5130113,20.00 EUR,LDY215,
recommendation area,Fli,"Allen, David,",Getting things done :the art of stress-free productivity /,Book,881093151,0143126563^9780143126560,2015,5130108,9.00 EUR,XVB215,
recommendation area,Mai,"Webster, Ken,Bieriot, Jocelyn,Johnson, Craig,; Ellen MacArthur Foundation,",A new dynamic :effective business in a circular economy /,Book,881131884,0992778417^9780992778415,2013,5124991,,XMA213,
recommendation area,TR diss 7031,"Tabatabai, S. A. A.",Coagulation and ultrafiltration in seawater reverse osmosis pretreatment /,Book_thsis,881275590,1138026867^9781138026865,2014,5132116,,,
recommendation area,TR diss 7047,"Abel, C. D. T.",Soil aquifer treatment :assessment and applicability of primary effluent reuse in developing countries /,Book_thsis,881447701,1138026735^9781138026735,2014,5132117,,,
recommendation area,TR diss 6794,"Zhang, Mo,","A freight transport model for integrated network, service and policy design /",Book_thsis,881467995,9055841676^9789055841677,2013,5131860,,,
recommendation area,Tsu,"Rotor (Organization)DogA (Center : Oslo, Norway)Dansk arkitekturcenter.; Oslo Architecture Triennale",Behind the green door :a critical look at sustainable architecture through 600 objects /,Book,882899328,8299937019^9788299937016,2014,5120308,50.00 EUR,BK U.XXI.618,
recommendation area,TR diss 7043,"Blenn, N.,; Mieghem, Piet van; Technische Universiteit (Delft)",Content propagation in online social networks /,Book_thsis,883732677,9461863241^9789461863249,2014,5131775,,,
recommendation area,TR diss 7061,"Li, Jie,; Zuijlen, H.J. van.; TRAIL Onderzoekschool.",Characteristics of chinese driver behavior /,Book_thsis,889429349,9055841714^9789055841714,2014,5132221,,,
recommendation area,TR diss 7141,"Marty, Florence Suzanne Louise,; Loosdrecht, M.C.M. van",Microbial ecology of accelerated low water corrosion /,Book_thsis,889736499,946186342X^9789461863423,2014,5132124,,,
recommendation area,TR Diss 6890,"Sigarán Loría, Ligia Carolina.; Kroonenberg, Salomon; Technische Universiteit (Delft)",Prediction of co-seismic soil slope instability with finite element models /,Book_thsis,891313862,9061643708^9789061643708,2014,5131486,,,Bevat CD-Rom
recommendation area,TR diss 7156,"Nyenje, P. M.","Fate and transport of nutrients in groundwater and surface water in an urban slum catchment, Kampala, Uganda /",Book_thsis,891327434,1138027154^9781138027152,2014,5132125,,,
recommendation area,TR diss 7157,"Hu, Y.",Water tower of the Yellow River in a changing climate :toward an integrated assessment /,Book_thsis,891569551,1138027146^9781138027145,2014,5132126,,,
recommendation area,Elk,"Snyder, Laura J.,","Eye of the beholder :Johannes Vermeer, Antoni van Leeuwenhoek, and the reinvention of seeing /",Book,892514232,0393077462^9780393077469,2015,5130061,,,
recommendation area,TR diss 6976,"Li, W.; Vriend, H.J. de; Vereniging voor Studie- en Studentenbelangen (Delft)",Mathematical modelling of morphological changes and hyperconcentrated floods in the Yellow River /,Book_thsis,892896857,9065623531^9789065623539,2014,5132112,,,
recommendation area,TR diss 6981,"Zhong, H.; Vrijling, J.K.; Vereniging voor Studie- en Studentenbelangen (Delft)","The joint impact of storm surge, fluvial flood and operation of man-made structures on flood frequency in the Dutch lower Rhine Delta /",Book_thsis,892897568,9065623523^9789065623522,2014,5132113,,,
recommendation area,TR diss 6971,"Karimi, P.; Bastiaanssen, W.G.M.; Vereniging voor Studie- en Studentenbelangen (Delft)",Water accounting plus for water resources reporting and river basin planning /,Book_thsis,892906635,9065623493^9789065623492,2014,5132111,,,
recommendation area,TR diss 6943,"Li, Fan,; Vrijling, J.K.; Vereniging voor Studie- en Studentenbelangen (Delft)",Probabilistic estimation of dune erosion and coastal zone risk /,Book_thsis,892960265,9065623485^9789065623485,2014,5131490,,,
recommendation area,TR diss 7162,"Kayastha, N.",Refining the committee approach and uncertainty prediction in hydrological modelling /,Book_thsis,893974172,1138027464^9781138027466,2014,5132127,,,
recommendation area,TR diss 7128,"Schmidt, Andreas,",Secrecy versus openness :internet security and the limits of open source and peer production /,Book_thsis,895649896,9088919887^9789088919886,2014,5131777,,,
recommendation area,TR diss 7131,"Kecman, Pavle,; Hansen, I.A.; TRAIL Onderzoekschool.",Models for predictive railway traffic management /,Book_thsis,896729679,9055841757^9789055841752,2014,5132225,,,
recommendation area,TR diss 7167,"Wang, Meng,; Hoogendoorn, S.P.; TRAIL Onderzoekschool.",Generic model predictive control framework for advanced driver assistance systems /,Book_thsis,896729844,9055841749^9789055841745,2014,5132228,,,
recommendation area,TR diss 7194,"Wang, Yihui,; De Schutter, B.; TRAIL Onderzoekschool.",Optimal trajectory planning and train scheduling for railway systems /,Book_thsis,896865665,9055841765^9789055841769,2014,5132230,,,
recommendation area,TR diss 5328,"Rij, Helena Eva van.",Improving institutions for green landscapes in metropolitan areas /,Book_thsis,898903547,158603944X^9781586039448,2008,5132252,,,
recommendation area,TR diss 4574,"Boers, M.; Technische Universiteit (Delft).",Surf zone turbulence /,Book_thsis,899064398,9077502246^9789077502242,2005,5131633,,,
recommendation area,TR diss 7163,"Heringa, Pieter W.,; Vierssen, W. van; Rathenau Instituut (Den Haag)KWR, Watercycle Research Institute.",Proximity and collaborative knowledge production in the water sector /,Book_thsis,899232174,9077364617^9789077364611,2015,5132128,,,
recommendation area,TR diss 7169,"Sierzchula, William Stanley,; Wee, G.P. vanMaat, Kees.; TRAIL Onderzoekschool.",Development and early adoption of electric vehicles :understanding the tempest /,Book_thsis,900918780,9055841773^9789055841776,2015,5132229,,,
recommendation area,TR diss 7166,"Moraes Ramos, Giselle de.; Hoogendoorn, S.P.; TRAIL Onderzoekschool.",Dynamic route choise modelling of the effects of travel information using RP data /,Book_thsis,900919756,9055841846^9789055841844,2015,5132227,,,
recommendation area,TR diss 7234,"Zhang, L.; Reinders, M.J.T.; Advanced School for Computing and Imaging.",Efficient visual tracking with spatial constraints /,Book_thsis,901539291,9461864159^9789461864154,2015,5131405,,,
recommendation area,TR diss 7231,"Gebrekristos, S. T.","Understanding catchment processes and hydrological modelling in the Abay/Upper Blue Nile basin, Ethiopia /",Book_thsis,902728065,1138027928^9781138027923,2015,5132132,,,
recommendation area,TR diss 5993,"Tuladhar, Arbind Man,",Parcel-based geo-information system :concepts and guidelines /,Book_thsis,905505929,9061642248^9789061642244,2004,3857877,,,
recommendation area,TR diss 4401,"Grimmelius, H.T.",Condition monitoring for marine refrigeration plants :based on process models /,Book_thsis,905509914,9040725624^9789040725623^9799040725622,2005,5132005,,,
recommendation area,TR diss 4435,"Klunder, G.",Sustainable solutions for Dutch housing :reducing the environmental impacts of new and existing houses /,Book_thsis,905510221,9040725845^9789040725845,2005,5132235,,,
recommendation area,TR diss 4414,"Jonge, Tim de; Delft Centre for Sustainable Urban Areas.",Cost effectiveness of sustainable housing investments /,Book_thsis,905510463,9040725780^9789040725784,2005,5132233,,,
recommendation area,TR diss 4428,"Stellingwerff, M.C.,",Virtual context :investigating the characteristics and opportunities of digital visualisation media for situated approaches to architectural design in an urban environment /,Book_thsis,905510465,9040725748^9789040725746,2005,5132234,,,
recommendation area,TR diss 4404,"Rooij, Remon Michel,; TRAIL Onderzoekschool.",The mobile city :the planning and design of the Network City from a mobility point of view /,Book_thsis,905510691,9055840637^9789055840632,2005,5132134,,,
recommendation area,TR diss 4440,"Hoogendoorn-Lanser, Sacha,; TRAIL Onderzoekschool.",Modelling travel behaviour in multi-modal networks /,Book_thsis,905510818,9055840645^9789055840649,2005,5131667,,,
recommendation area,TR diss 4493,"Dekker, Sander,; TRAIL Onderzoekschool.",Port investment :towards an integrated planning of port capacity /,Book_thsis,905511004,9055840653^9789055840656,2005,3822740,,,
recommendation area,TR diss 4465,"Boonstra, Albert-Jan,; Stichting Astronomisch Onderzoek in Nederland.",Radio frequency interference mitigation in radio astronomy /,Book_thsis,905511095,9080543438^9789080543430,2005,5131668,,,
recommendation area,TR diss 4570,"Pielage, Ben-Jaap Alexander,; TRAIL Onderzoekschool.",Conceptual design of automated freight transport systems :methodology and practice /,Book_thsis,905512735,905584070X^9789055840700,2005,5131632,,,
recommendation area,TR diss 4557,"Groothedde, B.; TRAIL Onderzoekschool.",Collaborative logistics and transportation networks :a modeling approach to hub network design /,Book_thsis,905512748,9055840718^9789055840717,2005,5132137,,,
recommendation area,TR diss 4608,"Krogt, Roman Petrus Johannes van der,; TRAIL Onderzoekschool.",Plan repair in single-agent and multi-agent systems /,Book_thsis,905512793,905584067X^9789055840670,2005,5131671,,,
recommendation area,TR diss 4635,"Bontekoning, Y.M.; TRAIL Onderzoekschool.",Hub exchange operations in intermodal hub-and-spoke networks :comparison of the performances of four types of rail-rail exchange facilities /,Book_thsis,905512912,9055840726^9789055840724,2006,5131673,,,
